kata,primary_pos,all_pos
gintir,Verba,Verba
belabar,Nomina,Nomina;Madura
autopilot,Nomina,Nomina
galabah,Adjektiva,Adjektiva
galaba,Adjektiva,Adjektiva
enes,Adjektiva,Adjektiva
bimbing,Verba,Verba
ondofolo,Nomina,Nomina;Papua
ondoafi,Nomina,Nomina;Papua
presidium,Nomina,Nomina
bayonet,Nomina,Nomina
lamar,Verba,Verba
pengkor,Adjektiva,Adjektiva
dingklang,Adjektiva,Adjektiva;Jawa
encot,Adjektiva,Adjektiva;Melayu Jakarta
berimigrasi,Verba,Verba
ingsut,Verba,Verba
menyesar,Verba,Verba
alih tugas,Nomina,Nomina
boyongan,Nomina,Nomina
boyong,Verba,Verba
ingkah,Verba,Verba
alih,Verba,Verba
ikan cue,Melayu Jakarta,Melayu Jakarta
cue,Nomina,Nomina
tuwung,Nomina,Nomina;Jawa
kerikal,Nomina,Nomina;Klasik
sahan,Nomina,Nomina
bokor,Nomina,Nomina;Sunda
penuman,Nomina,Nomina;Aceh
singulum,Nomina,Nomina;Linguistik
lumbal,Nomina,Nomina;Anatomi
pinggang biola,kiasan,kiasan
pelipir,Nomina,Nomina
gigi hutan,kiasan,kiasan
agie,Nomina,Nomina;Aceh
flensa,Nomina,Nomina;Elektronika
brim,Nomina,Nomina
pengkal,Adjektiva,Adjektiva
kelengar,Verba,Verba;Melayu Jakarta
semaput,Verba,Verba;Jawa
selap,Verba,Verba
kelengar matahari,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
murca,Adjektiva,Adjektiva;Klasik
akhazah,Nomina,Nomina;Arab
phln,Nomina,Nomina;singkatan
pinjaman lunak,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pinjaman nisbah tinggi,Hukum,Hukum
pinjaman nirkala,Hukum,Hukum
pinjol,Nomina,Nomina;Cakapan
pinjaman terjamin,Ekonomi dan Keuangan,Ekonomi dan Keuangan
pinjaman fonemis,Linguistik,Linguistik
berselang-tenggang,Verba,Verba
antih,Verba,Verba
pilin,Nomina,Nomina
lihai,Adjektiva,Adjektiva
fatanah,Adjektiva,Adjektiva
butulan,Nomina,Nomina
batu lantai,Kesenian,Kesenian
gapura,Nomina,Nomina
regol,Nomina,Nomina
seketeng,Adjektiva,Adjektiva
srimanganti,Nomina,Nomina;Jawa
plengkung,Nomina,Nomina
alikusu,Nomina,Nomina;Gorontalo
pelengkung,Nomina,Nomina
bebarongan gelung,Bali,Bali
pintu panggung,Kesenian,Kesenian
portik,Nomina,Nomina
pintu lewat,Kesenian,Kesenian
vestibula,Nomina,Nomina
kupu tarung,Jawa,Jawa;kiasan
komedi air mata,Kesenian,Kesenian
kalumet,Nomina,Nomina
flares,Nomina,Nomina
tube,Nomina,Nomina
kateter,Nomina,Nomina;Kedokteran dan Fisiologi
hokah,Nomina,Nomina;Arab
paralon,Nomina,Nomina
padudan,Nomina,Nomina
udutan,Nomina,Nomina;Cakapan
oga,Nomina,Nomina
gudu-gudu,Nomina,Nomina
cerobong,Nomina,Nomina
pipa eustachius,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
gena,Nomina,Nomina;Anatomi
gepeng,Adjektiva,Adjektiva
linyak,Adjektiva,Adjektiva;Minangkabau
demes,Adjektiva,Adjektiva
tepos,Adjektiva,Adjektiva
lancar-lancar,Nomina,Nomina
gelatik,Nomina,Nomina
solarigraf,Nomina,Nomina;Meteorologi
solarimeter,Nomina,Nomina
difusometer,Nomina,Nomina
pinekaso,Nomina,Nomina;Kaili
capir,Nomina,Nomina;Gayo
jahas,Nomina,Nomina;Sunda
pekoro,Nomina,Nomina;Kamoro
pisin,Nomina,Nomina
pinggan,Nomina,Nomina
benbephon,Nomina,Nomina;Biak
disket,Nomina,Nomina
markasit,Nomina,Nomina
cerai,Verba,Verba
pilah,Verba,Verba
sarak,Adjektiva,Adjektiva
mauz,Nomina,Nomina;Arab
rimpi,Nomina,Nomina
aboya,Nomina,Nomina;Gorontalo
piscok,Nomina,Nomina;akronim
bakda pisang,Nomina,Nomina
sakin,Nomina,Nomina;Minangkabau
arit,Nomina,Nomina
baladu,Nomina,Nomina;Gorontalo
silet,Nomina,Nomina
abir,Nomina,Nomina;Sunda
berang,Nomina,Nomina;Sumbawa
kerampagi,Nomina,Nomina
misri,Nomina,Nomina;Sunda
kamau,Nomina,Nomina;Sentani
gemgam,Nomina,Nomina;Batak
seraut,Nomina,Nomina
selading,Nomina,Nomina;Melayu Belitung
patrem,Nomina,Nomina;Sunda
kurambit,Nomina,Nomina
siraut,Nomina,Nomina
penmes,Nomina,Nomina;Cakapan
guillotine,Ungkapan,Ungkapan;Prancis
ani-ani,Nomina,Nomina
bone,Nomina,Nomina;Sangir
gobet,Nomina,Nomina;Jawa
pisau mandolin,Tata Boga,Tata Boga
sikin,Nomina,Nomina
pot,Nomina,Nomina
pistol-pistolan,Nomina,Nomina
kokarde,Nomina,Nomina
busur fajar,Meteorologi,Meteorologi
pelisir,Nomina,Nomina
jalur pengaman,Kedirgantaraan,Kedirgantaraan
lintasan tunggal,Ilmu Komunikasi,Ilmu Komunikasi
pita balet,Tata Busana,Tata Busana
setrik,Nomina,Nomina;Cakapan
pita simpul,Tata Busana,Tata Busana
pita serut,Tata Busana,Tata Busana
frenulum lidah,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
pita samping,Olahraga,Olahraga
pita tali,Tata Busana,Tata Busana
pita kepar,Tata Busana,Tata Busana
pita net,Olahraga,Olahraga
pita tengah,Olahraga,Olahraga
colokan,Nomina,Nomina
beliut,Adjektiva,Adjektiva
piutang tak tertagih,Ekonomi dan Keuangan,Ekonomi dan Keuangan
kalzona,Nomina,Nomina
poster,Nomina,Nomina
protoplanet,Nomina,Nomina;Astronomi
eksoplanet,Nomina,Nomina;Astronomi
planetoid,Nomina,Nomina
hipoplankton,Nomina,Nomina
reoplankton,Nomina,Nomina;Biologi
batiplankton,Nomina,Nomina
limnoplankton,Nomina,Nomina;Zoologi
ketoplankton,Nomina,Nomina;Biologi
saproplankton,Nomina,Nomina;Biologi
neritoplankton,Nomina,Nomina
plasmin,Nomina,Nomina;Kimia
afanoplasmodium,Nomina,Nomina;Biologi
aleuroplas,Nomina,Nomina;Biologi
kromoplas,Nomina,Nomina;Kimia
leukoplastid,Nomina,Nomina
leukoplas,Nomina,Nomina
bordes,Nomina,Nomina
maskodok,Nomina,Nomina;Jawa
stuko,Nomina,Nomina
kamprot,Nomina,Nomina
plot berlebihan,Kesenian,Kesenian
pluralistik,Adjektiva,Adjektiva
pnigerofobia,Nomina,Nomina;Psikologi
katafalk,Nomina,Nomina
walikukun,Nomina,Nomina
syajarah,Nomina,Nomina;Arab
kangsar,Nomina,Nomina
api-api hitam,Botani,Botani
borta,Nomina,Nomina;Batak
genitu,Nomina,Nomina
cendana semut,Botani,Botani
sarirah,Nomina,Nomina
biduri,Nomina,Nomina;Botani
cenderai,Nomina,Nomina
mengkuan,Nomina,Nomina
kihiur,Nomina,Nomina
mundu,Nomina,Nomina
kuweni,Nomina,Nomina
pianggu,Nomina,Nomina
pangal,Nomina,Nomina;Botani
wijayakusuma,Nomina,Nomina
langusei,Nomina,Nomina;Botani
mentibu,Nomina,Nomina
gambuk,Nomina,Nomina;Alas
aimatatuli,Nomina,Nomina
beringin,Nomina,Nomina
tualang ayam,Nomina,Nomina
melabuai,Nomina,Nomina
upas,Nomina,Nomina
leda,Nomina,Nomina;Botani
antolong,Nomina,Nomina;Toraja
kakao,Nomina,Nomina
zakum,Nomina,Nomina;Agama Islam
sabuk pelindung,Kehutanan,Kehutanan
pirdot,Nomina,Nomina
petaling,Nomina,Nomina;Botani
sanrego,Nomina,Nomina
jembirit,Nomina,Nomina
kajatan,Nomina,Nomina
gufasa,Nomina,Nomina;Botani
jabon,Nomina,Nomina;Botani
dungun,Nomina,Nomina
pelahlar,Nomina,Nomina;Botani
asam kandis,Botani,Botani
perawas,Nomina,Nomina
pandawa lima,Nomina,Nomina
pandawa,Nomina,Nomina
syala,Nomina,Nomina;Sanskerta
kiara,Nomina,Nomina
sentaka,Nomina,Nomina
enau,Nomina,Nomina
rambung,Nomina,Nomina
sisata,Nomina,Nomina;Talaud
watuline,Nomina,Nomina;Talaud
kastal,Nomina,Nomina
watang,Nomina,Nomina;Jawa
sesira,Nomina,Nomina
sebantun,Nomina,Nomina
ketang tanduk,Nomina,Nomina
akar pahit,Botani,Botani
bardi,Nomina,Nomina;Arkais
seratung,Nomina,Nomina
mertayam,Nomina,Nomina
menjarum merah,Nomina,Nomina
mentayam,Nomina,Nomina
ujung atap,Botani,Botani
kesumba,Nomina,Nomina
ketirah,Nomina,Nomina
tasai,Nomina,Nomina
girah,Adjektiva,Adjektiva;Agama Islam
waru,Nomina,Nomina
kilayu,Nomina,Nomina
lignum vitae,Ungkapan,Ungkapan;Latin
syajar khuldi,Nomina,Nomina;Arkais
huwil,Nomina,Nomina;Kei
gahgar,Nomina,Nomina;Sunda
tugul,Nomina,Nomina
sialong,Nomina,Nomina;Melayu Belitung
anudun,Nomina,Nomina
sepam,Nomina,Nomina
ponggal,Nomina,Nomina;Batak
babasu,Nomina,Nomina;Botani
bertam,Nomina,Nomina
seribulan,Nomina,Nomina
mentigi,Nomina,Nomina
euforbia,Nomina,Nomina;Botani
maman,Nomina,Nomina
serendah,Nomina,Nomina
bajakah,Nomina,Nomina;Dayak
hawar-hawar,Nomina,Nomina
jirak,Nomina,Nomina
cengal,Nomina,Nomina
tegakan plus,Kehutanan,Kehutanan
merambung,Nomina,Nomina
kujajing,Nomina,Nomina;Banjar
lilit kutu,Nomina,Nomina
maladewata,Nomina,Nomina
punggai,Nomina,Nomina
mahoni,Nomina,Nomina
ainpati,Nomina,Nomina;Serua
mengkudu,Nomina,Nomina
rango-rango,Nomina,Nomina
okra,Nomina,Nomina;Botani
sikil,Nomina,Nomina
sikas,Nomina,Nomina
sabasani,Nomina,Nomina;Klasik
lencir,Adjektiva,Adjektiva
mayang sondek,Melayu Jakarta,Melayu Jakarta
sedok-sedok,Nomina,Nomina
pinus,Nomina,Nomina
perepat,Nomina,Nomina;Arkais
mentaus,Nomina,Nomina
kedabu,Nomina,Nomina
ariah,Nomina,Nomina
kuayan,Nomina,Nomina
sundal malam,Nomina,Nomina
widoro,Nomina,Nomina;Jawa
merbulan,Nomina,Nomina
senameki,Nomina,Nomina
patat,Nomina,Nomina;Sunda
pasilirian,Nomina,Nomina;Toraja
pohon induk,Kehutanan,Kehutanan
akelit,Nomina,Nomina
hantai,Nomina,Nomina;Arkais
giam,Nomina,Nomina
songga,Nomina,Nomina
bekerma,Nomina,Nomina
sebura,Nomina,Nomina
seburu,Nomina,Nomina
konang,Nomina,Nomina;Botani
buera,Nomina,Nomina;-
jamuju,Nomina,Nomina;Botani
pohon benih,Kehutanan,Kehutanan
taban,Nomina,Nomina
nyatuh,Nomina,Nomina
keruing,Nomina,Nomina
pohon kehidupan,Agama Kristen,Agama Kristen;kiasan
sawit,Nomina,Nomina;Jawa
pulai,Nomina,Nomina
pancal kidang,Nomina,Nomina
punggo,Nomina,Nomina;Melayu Riau
catang,Nomina,Nomina;Sunda
bunga kubur,Botani,Botani
mempening,Nomina,Nomina
kawista,Nomina,Nomina
sebasah,Nomina,Nomina
mahang,Nomina,Nomina
bungli,Nomina,Nomina;Botani
manglid,Nomina,Nomina;Botani
bentangur,Nomina,Nomina;Botani
ilat-ilatan,Nomina,Nomina
gamal,Nomina,Nomina;Arab
kepel,Nomina,Nomina
bidara,Nomina,Nomina
buah nona,Botani,Botani
cermai belanda,Botani,Botani
delik bukit,Botani,Botani
berunai,Nomina,Nomina;Botani
bidara putih,Botani,Botani
ara kelebuk,Botani,Botani
poko,Nomina,Nomina
bilak,Nomina,Nomina
ketupa,Nomina,Nomina
andilau,Nomina,Nomina;Botani
benitan,Nomina,Nomina;Botani
baru laut,Botani,Botani
baru gunung,Botani,Botani
bangang,Nomina,Nomina
putat,Nomina,Nomina
akasia,Nomina,Nomina;Botani
sempur,Nomina,Nomina
babi kurus,Botani,Botani
manggis,Nomina,Nomina
laban,Nomina,Nomina
bintan,Nomina,Nomina;Botani
bidara gunung,Botani,Botani
anyang-anyang,Nomina,Nomina;Botani
belukap,Nomina,Nomina;Botani
bakau,Nomina,Nomina;Botani
beruas,Nomina,Nomina;Botani
belonggok,Nomina,Nomina;Botani
adem ati,Nomina,Nomina;Botani
bengkaras,Nomina,Nomina;Botani
antui,Nomina,Nomina;Botani
bunut,Nomina,Nomina;Botani
belangir,Nomina,Nomina;Botani
dengen,Nomina,Nomina;Botani
bulu-bulu,Nomina,Nomina;Botani
bisbul,Nomina,Nomina;Botani
bedih,Nomina,Nomina;Botani
batun,Nomina,Nomina;Botani
bayur laut,Botani,Botani
bangas putih,Botani,Botani
andalas,Nomina,Nomina
balam merah,Botani,Botani
bedaru,Nomina,Nomina;Botani
belawan,Nomina,Nomina;Botani
balau betul,Botani,Botani
bungur,Nomina,Nomina;Botani
daru-daru,Nomina,Nomina;Botani
damar laut,Botani,Botani
dedulang,Nomina,Nomina;Botani
benuang,Nomina,Nomina;Botani
trengguli,Nomina,Nomina
pedada,Nomina,Nomina
tenggadai,Nomina,Nomina
kendayakan,Nomina,Nomina
mutah,Nomina,Nomina;Agama Islam
keliweten,Nomina,Nomina;Benuaq
putar,Verba,Verba
memutah,Nomina,Nomina
menaga,Nomina,Nomina
mujari,Nomina,Nomina;Minangkabau
kemerakan,Nomina,Nomina
gelam,Nomina,Nomina
buil,Nomina,Nomina
seminai,Nomina,Nomina
sonokeling,Nomina,Nomina
setebal,Adjektiva,Adjektiva
medang buaya,Nomina,Nomina
colak,Nomina,Nomina
mangas,Nomina,Nomina
teritih,Nomina,Nomina
malapari,Nomina,Nomina
mengkirai,Nomina,Nomina
meranti,Nomina,Nomina
merbau,Nomina,Nomina
merembung,Nomina,Nomina
cangkuang,Nomina,Nomina
mentaruh,Nomina,Nomina
jarakan,Nomina,Nomina
tempinis,Nomina,Nomina
lulai,Nomina,Nomina
meribungan,Nomina,Nomina
merkubang,Nomina,Nomina
sepetir,Nomina,Nomina
kemutun,Nomina,Nomina
katulampa,Nomina,Nomina
sintak,Nomina,Nomina
nona,Nomina,Nomina
tengkaras,Nomina,Nomina
sembawang,Nomina,Nomina
terentang,Verba,Verba
genitri,Nomina,Nomina
tenggayun,Nomina,Nomina
hantap,Nomina,Nomina
surian,Nomina,Nomina;Arkais
tekam,Nomina,Nomina
tandikat,Nomina,Nomina
lunglung,Nomina,Nomina
tenam,Nomina,Nomina
jamblang,Nomina,Nomina
cempana,Nomina,Nomina
marambung,Nomina,Nomina
sengon,Nomina,Nomina
kendung,Nomina,Nomina
pepohonan,Nomina,Nomina
poikilotermal,Nomina,Nomina
perfilman,Nomina,Nomina
titik tolak,kiasan,kiasan
tema,Nomina,Nomina
garis besar,kiasan,kiasan
patron,Nomina,Nomina
pola asuh otoritatif,Psikologi,Psikologi
gestalt,Ungkapan,Ungkapan;Jerman;Psikologi
sablon,Nomina,Nomina
pola intonasi,Linguistik,Linguistik
seloper,Nomina,Nomina;Tata Busana
georelief,Nomina,Nomina;Tata Busana
punggung termal kuala,Hidrometeorologi,Hidrometeorologi
pola kontralateral,Olahraga,Olahraga
alis-alisan,Nomina,Nomina
ostinato,Nomina,Nomina;Musik
wazan,Nomina,Nomina;Arab
gelombang panjang,Hidrometeorologi,Hidrometeorologi
ciri linier,Kedirgantaraan,Kedirgantaraan
diet bebas jerawat,Ilmu Gizi:,Ilmu Gizi:
adat bilokal,Antropologi,Antropologi
taneyan lanjang,Nomina,Nomina;Madura
sindrom adaptasi umum,Psikologi,Psikologi
familisme,Nomina,Nomina
ergativitas,Nomina,Nomina
kontur intonasi,Linguistik,Linguistik
kebiasaan,Nomina,Nomina
warna apatetik,Biologi,Biologi
polarisasi atmosfer,Meteorologi,Meteorologi
kepolaran,Nomina,Nomina
roti lebah,Biologi,Biologi
badu,Nomina,Nomina
hiperdaktili,Nomina,Nomina;Kedokteran dan Fisiologi
polidipsi,Nomina,Nomina
polietena,Nomina,Nomina;kependekan
prosianidin,Nomina,Nomina
permaduan,Nomina,Nomina
polihidrik,Adjektiva,Adjektiva
dimetikona,Nomina,Nomina;Kimia
dimetikonol,Nomina,Nomina;Kimia
poliakrilat,Nomina,Nomina;Kimia
polivinil klorida,Nomina,Nomina;Kimia
levan,Nomina,Nomina
fruktan,Nomina,Nomina;Kimia
silikona,Nomina,Nomina;Kimia
asam deoksiribonukleat,Kimia,Kimia
volutin,Nomina,Nomina;Kimia
metaldehida,Nomina,Nomina;Kimia
polistirena,Nomina,Nomina;Kimia
polietilena,Nomina,Nomina
polivini,Nomina,Nomina;Kimia
amodimetikona,Nomina,Nomina;Kimia
poliamida,Nomina,Nomina
polimida,Nomina,Nomina
polipropilena,Nomina,Nomina;Kimia
biopolimer,Nomina,Nomina
poliuretan,Nomina,Nomina;Kimia
fotopolimer,Nomina,Nomina;Kimia
heteropolimer,Nomina,Nomina;Kimia
homopolimer,Nomina,Nomina;Kimia
polielektrolit,Nomina,Nomina
pemolimeran,Nomina,Nomina
multinomial,Nomina,Nomina
bentuk kuadratik,Matematika,Matematika
poliposis,Nomina,Nomina
blastostil,Nomina,Nomina;Zoologi
alotetraploid,Nomina,Nomina;Biologi
alopoliploid,Nomina,Nomina;Biologi
amfidiploid,Nomina,Nomina;Biologi
aloploid,Nomina,Nomina;Biologi
polisom,Nomina,Nomina;kependekan
polis asuransi jiwa permanen,Ekonomi dan Keuangan,Ekonomi dan Keuangan
polis angsuran,Ekonomi dan Keuangan,Ekonomi dan Keuangan
asam hialuronat,Kimia,Kimia
amilosa,Nomina,Nomina;Biologi
glukan,Nomina,Nomina
alginat,Nomina,Nomina;Kimia
selulosa,Nomina,Nomina;Biologi
homopolisakarida,Nomina,Nomina;Kimia
polisakarida nonpati,Ilmu Gizi:,Ilmu Gizi:
galaktan,Nomina,Nomina
heteropolisakarida,Nomina,Nomina;Kimia
vopo,Nomina,Nomina
polairud,Nomina,Nomina;akronim
kewang,Nomina,Nomina;Melayu Ambon
kempetai,Nomina,Nomina
polhut,Nomina,Nomina;akronim
polsus,Nomina,Nomina;akronim
polsuska,Nomina,Nomina;akronim
polantas,Nomina,Nomina;akronim
pomad,Nomina,Nomina;akronim
pomal,Nomina,Nomina;akronim
pomau,Nomina,Nomina;akronim
singabana,Nomina,Nomina;Banjar
konstabel,Nomina,Nomina
geheime staatspolizei,Ungkapan,Ungkapan;Jerman
anginan,Adjektiva,Adjektiva;Jawa
polwan,Nomina,Nomina;akronim
reserse,Nomina,Nomina
wilayatulhisbah,Nomina,Nomina
pens,Nomina,Nomina;akronim
polman,Nomina,Nomina;akronim
polban,Nomina,Nomina;akronim
poliwangi,Nomina,Nomina;akronim
polije,Nomina,Nomina;akronim
pnm,Nomina,Nomina;singkatan
poltera,Nomina,Nomina;akronim
polinema,Nomina,Nomina;akronim
polines,Nomina,Nomina;akronim
ppns,Nomina,Nomina;singkatan
ekspansionisme,Nomina,Nomina
polkam,Nomina,Nomina;akronim
apartheid,Nomina,Nomina;Belanda
polugri,Nomina,Nomina;akronim
polstra,Nomina,Nomina;akronim
polstranas,Nomina,Nomina;akronim
semitisme,Nomina,Nomina
poleksosbudhankam,Nomina,Nomina;akronim
polhankam,Nomina,Nomina;akronim
politisi,Nomina,Nomina
poliuri,Nomina,Nomina;Kedokteran dan Fisiologi
pvc,Nomina,Nomina;Kimia;singkatan
bola air,Olahraga,Olahraga
jiring,Nomina,Nomina;Botani
polong-polongan,Nomina,Nomina
blower,Nomina,Nomina
pompa biologis,Oseanografi,Oseanografi
kobong,Nomina,Nomina
bivak,Nomina,Nomina
pasoron,Nomina,Nomina
ponpes,Nomina,Nomina;akronim
telatap,Nomina,Nomina
rompok,Nomina,Nomina;Jawa
uju,Adjektiva,Adjektiva;Minangkabau
polem,Nomina,Nomina;Cakapan;akronim
k-pop,Ungkapan,Ungkapan;Inggris
diaper,Nomina,Nomina
pospak,Nomina,Nomina;akronim
forma,Nomina,Nomina;Biologi
populasi baku,Statistik,Statistik
amfitop,Nomina,Nomina;Biologi
garis murni,Botani,Botani
amensalisme,Nomina,Nomina;Pertanian
heteroploid,Nomina,Nomina;Biologi
alopatrik,Nomina,Nomina;Biologi
in de mode,Ungkapan,Ungkapan;Belanda
hit,Adjektiva,Adjektiva
kucar-kacir,Adjektiva,Adjektiva;Jawa
porak-peranda,Adjektiva,Adjektiva
porak-parik,Adjektiva,Adjektiva
puruk-parak,Adjektiva,Adjektiva;Klasik
morat-marit,Adjektiva,Adjektiva
pori-pori,Nomina,Nomina
lentisel,Nomina,Nomina;Kehutanan
aksis,Nomina,Nomina
senterpor,Nomina,Nomina;Cakapan
poros engkol,Elektronika,Elektronika
poros bubungan,Elektronika,Elektronika
porta inframerah,Komputer,Komputer
porta permainan,Komputer,Komputer
geoportal,Nomina,Nomina
portepel,Nomina,Nomina
barid,Nomina,Nomina
postel,Nomina,Nomina;akronim
pos-el,Nomina,Nomina;kependekan
posel,Nomina,Nomina;akronim
poskamling,Nomina,Nomina;akronim
posko,Nomina,Nomina;akronim
poskotis,Nomina,Nomina;akronim
plbn,Nomina,Nomina;singkatan
posyandu,Nomina,Nomina;akronim
posbindu,Nomina,Nomina;akronim
pos terbuka,Ekonomi dan Keuangan,Ekonomi dan Keuangan
par avion,Ungkapan,Ungkapan;Prancis
asana,Nomina,Nomina;Arkeologi
malaposisi,Nomina,Nomina;Kedokteran dan Fisiologi
luar panggung,Kesenian,Kesenian
zona nyaman,Psikologi,Psikologi
kaki salah,Olahraga,Olahraga
punggung lereng,Ilmu Tanah,Ilmu Tanah
antefleksi,Nomina,Nomina
anteversi,Nomina,Nomina
posisi anatomis standar,Olahraga,Olahraga
status sosial,Psikologi,Psikologi
posisi sintaktis,Linguistik,Linguistik
beachhead,Ungkapan,Ungkapan;Inggris
posisi tubuh,Kesenian,Kesenian
tendangan awal di titik tengah,Olahraga,Olahraga
emplasemen,Nomina,Nomina
posisi kendur,Olahraga,Olahraga
persisi,Nomina,Nomina
kursi panas,kiasan,kiasan
buntek,Adjektiva,Adjektiva;Cakapan
virtualitas,Nomina,Nomina
potensi ringan,Hukum,Hukum
potensi tinggi,Hukum,Hukum
potensi kekerasan,Hukum,Hukum
potensial redoks,Kimia,Kimia
kepras,Verba,Verba
ketil,Verba,Verba
cukur,Verba,Verba
cencang,Verba,Verba
tajap,Verba,Verba;Batak
tiptip,Verba,Verba;Batak
cekah,Adjektiva,Adjektiva
regas,Verba,Verba
kerat,Nomina,Nomina
eminser,Nomina,Nomina;Tata Boga
sebitan,Nomina,Nomina
diskonto,Nomina,Nomina;Perdagangan
batui,Nomina,Nomina
rizotomi belakang,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
yoke,Nomina,Nomina;Tata Busana
pancang,Nomina,Nomina
diskonto bank,Ekonomi dan Keuangan,Ekonomi dan Keuangan
xenolit,Nomina,Nomina;Geografi dan Geologi
brunois kecil,Tata Boga,Tata Boga
brunois,Nomina,Nomina;Tata Boga
angkur,Nomina,Nomina
katsu,Nomina,Nomina;Jepang
daging pelana,Tata Boga,Tata Boga
filet mignon,Tata Boga,Tata Boga
eskalop,Nomina,Nomina;Tata Boga
filet lipat,Tata Boga,Tata Boga
rabat,Nomina,Nomina
diskonto berjangka,Ekonomi dan Keuangan,Ekonomi dan Keuangan
diskonto fungsional,Ekonomi dan Keuangan,Ekonomi dan Keuangan
diskon,Nomina,Nomina
korting,Nomina,Nomina;Cakapan
tronkon,Nomina,Nomina;Tata Boga
darne,Nomina,Nomina;Tata Boga
bisban,Nomina,Nomina;Tata Busana
kartu penebukan,Komputer,Komputer
agrian,Nomina,Nomina;Seluwarsa
tungo,Nomina,Nomina;Aceh
catik,Nomina,Nomina;Banjar
sayat,Nomina,Nomina
cercahan,Nomina,Nomina
kerah permata,Tata Busana,Tata Busana
apungan,Nomina,Nomina
staples,Nomina,Nomina
transversal,Nomina,Nomina
bob,Nomina,Nomina
krukat,Nomina,Nomina;Cakapan
buling,Nomina,Nomina;Melayu Jambi
batonet,Nomina,Nomina
filet,Nomina,Nomina
julien,Nomina,Nomina;Tata Boga
takik,Nomina,Nomina
fankam,Nomina,Nomina
tongkrongan,Nomina,Nomina
konfeti,Nomina,Nomina
repihan,Nomina,Nomina
swafoto,Nomina,Nomina
rotograf,Nomina,Nomina
presumption of innocence,Ungkapan,Ungkapan;Inggris;Hukum
pramuka,Nomina,Nomina;akronim
serdadu,Nomina,Nomina
prada,Nomina,Nomina;akronim
praka,Nomina,Nomina;akronim
pratu,Nomina,Nomina;akronim
psdp,Nomina,Nomina;singkatan
sarageni,Nomina,Nomina;Sunda
kartika eka paksi,Ungkapan,Ungkapan;Sanskerta
penembak jitu,Kemiliteran,Kemiliteran
inisiatif,Nomina,Nomina
prakiraan setempat,Hidrometeorologi,Hidrometeorologi
prakiraan objektif,Hidrometeorologi,Hidrometeorologi
prakiraan statistik,Hidrometeorologi,Hidrometeorologi
prakiraan jangka menengah,Hidrometeorologi,Hidrometeorologi
prakiraan kanjang,Hidrometeorologi,Hidrometeorologi
praktik mafia pajak,Hukum,Hukum
praksis,Nomina,Nomina
telebelanja,Nomina,Nomina
penyembunyian informasi,Komputer,Komputer
bapakisme,Nomina,Nomina
ofset,Nomina,Nomina;Teknik
jurnalistik foya-foya,Ilmu Komunikasi,Ilmu Komunikasi
malapraktik,Nomina,Nomina
kompilasi terpisah,Komputer,Komputer
makan sehat,Ilmu Gizi:,Ilmu Gizi:
perlindungan lingkungan hidup,Hukum,Hukum
entomofagi,Nomina,Nomina
deradikalisasi,Nomina,Nomina
krionika,Nomina,Nomina
olah suara,Nomina,Nomina
bilateralisme,Nomina,Nomina;Politik dan Pemerintahan
fonotipi,Nomina,Nomina;Linguistik
steganografi,Nomina,Nomina
dietetik,Nomina,Nomina
volunterisme,Nomina,Nomina
praktik mafia hukum,Hukum,Hukum
ekoagrikultur,Nomina,Nomina
perdagangan budak,Hukum,Hukum
gunolugu,Adjektiva,Adjektiva
pramubarang,Nomina,Nomina
porter,Nomina,Nomina
pramumeja,Nomina,Nomina
prama,Nomina,Nomina;kependekan
prami,Nomina,Nomina;kependekan
pramuka utama,Pramuka,Pramuka
pramubayi,Nomina,Nomina
bartender,Nomina,Nomina
hubungan resmi,Antropologi,Antropologi
kepala raja,Arkais,Arkais
gagal ginjal prerenal,Kedokteran dan Fisiologi,Kedokteran dan Fisiologi
